index,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_km,source_longitude_deg,source_longitude_uncertainty_km,source_depth_km,source_depth_uncertainty_km,split,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,source_magnitude_author,path_back_azimuth_deg,station_network_code,station_code,trace_channel,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_completeness,trace_has_spikes,trace_start_time,trace_S1_arrival_sample,trace_S1_status,trace_S1_polarity,trace_name_original,trace_P1_arrival_sample,trace_P1_status,trace_P1_polarity,trace_Pg_arrival_sample,trace_Pg_status,trace_Pg_polarity,trace_Sg_arrival_sample,trace_Sg_status,trace_Sg_polarity,trace_SmS_arrival_sample,trace_SmS_status,trace_SmS_polarity,trace_PmP_arrival_sample,trace_PmP_status,trace_PmP_polarity,trace_Pn_arrival_sample,trace_Pn_status,trace_Pn_polarity,trace_P_arrival_sample,trace_P_status,trace_P_polarity,trace_Sn_arrival_sample,trace_Sn_status,trace_Sn_polarity,trace_chunk,trace_component_order
10,2020zkiinr,2020-12-25T17:25:04.485716Z,,45.70008398,0.4534423093,6.928257336,0.5281251229,4.978515625,1.946449877,test,1.588654286,0.1840236388,MLhc,SED,197.685128037,CH,FULLY,HH,,46.15633,7.13579,603.0,"bucket0$5,:3,:24001",200.0,1.0,False,2020-12-25T17:24:13.710000Z,,,,2020zkiinr_CH.FULLY.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11,2020zkiinr,2020-12-25T17:25:04.485716Z,,45.70008398,0.4534423093,6.928257336,0.5281251229,4.978515625,1.946449877,test,1.588654286,0.1840236388,MLhc,SED,184.040217799,CH,SALAN,HH,,46.14415,6.97302,1881.3,"bucket0$6,:3,:25123",200.0,1.0,False,2020-12-25T17:24:13.124998Z,,,,2020zkiinr_CH.SALAN.,,,,12000.0,manual,positive,13122.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
12,2020zkiinr,2020-12-25T17:25:04.485716Z,,45.70008398,0.4534423093,6.928257336,0.5281251229,4.978515625,1.946449877,test,1.588654286,0.1840236388,MLhc,SED,180.73520273,CH,SEMOS,HG,,46.06771,6.93499,1950.0,"bucket1$4,:3,:30001",250.0,1.0,False,2020-12-25T17:24:11.672000Z,,,,2020zkiinr_CH.SEMOS.,,,,14999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
13,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,201.487536253,CH,SENIN,HH,,46.36335,7.29938,2019.6,"bucket0$7,:3,:25861",200.0,1.0,False,2020-12-25T17:14:18.005000Z,,,,2020zkhwwp_CH.SENIN.,,,,11999.0,manual,positive,13859.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
14,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,181.498755768,CH,AIGLE,HH,,46.34176,6.95295,785.0,"bucket0$8,:3,:24001",200.0,1.0,False,2020-12-25T17:14:16.780000Z,,,,2020zkhwwp_CH.AIGLE.,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
15,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,193.126692526,CH,GRYON,HH,,46.25053,7.11106,1282.0,"bucket0$9,:3,:24001",200.0,1.0,False,2020-12-25T17:14:15.400000Z,,,,2020zkhwwp_CH.GRYON.,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
16,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,180.876253457,CH,ILLEZ,HH,,46.21934,6.94038,1395.0,"bucket0$10,:3,:24001",200.0,1.0,False,2020-12-25T17:14:14.500000Z,,,,2020zkhwwp_CH.ILLEZ.,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
17,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,221.74592176,CH,DIX,HH,,46.081053,7.408391,2370.2,"bucket0$11,:3,:25308",200.0,1.0,False,2020-12-25T17:14:14.170000Z,,,,2020zkhwwp_CH.DIX.,,,,11999.0,manual,undecidable,13307.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
18,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,187.533086708,CH,LAVEY,EH,BT,46.2,7.022778,423.0,"bucket0$12,:3,:25242",200.0,0.333333333333,False,2020-12-25T17:14:14.210000Z,,,,2020zkhwwp_CH.LAVEY.BT,,,,11999.0,manual,positive,13240.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
19,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,197.748964307,CH,FULLY,HH,,46.15633,7.13579,603.0,"bucket0$13,:3,:24001",200.0,1.0,False,2020-12-25T17:14:13.750000Z,,,,2020zkhwwp_CH.FULLY.,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
20,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,183.99487906,CH,SALAN,HH,,46.14415,6.97302,1881.3,"bucket0$14,:3,:25115",200.0,1.0,False,2020-12-25T17:14:13.184998Z,,,,2020zkhwwp_CH.SALAN.,,,,11999.0,manual,positive,13114.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
21,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,194.484095816,CH,SMAO,HG,,46.09889,7.07477,473.0,"bucket1$5,:3,:30001",250.0,1.0,False,2020-12-25T17:14:12.624000Z,,,,2020zkhwwp_CH.SMAO.,,,,14999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
22,2020zkhwwp,2020-12-25T17:15:04.656688Z,,45.70376484,0.5673071378,6.929125229,0.5072290974,3.98828125,1.761417326,test,2.727602167,0.1896522487,MLhc,SED,180.646871703,CH,SEMOS,HG,,46.06771,6.93499,1950.0,"bucket1$6,:3,:31152",250.0,1.0,False,2020-12-25T17:14:11.744000Z,,,,2020zkhwwp_CH.SEMOS.,,,,14999.0,manual,positive,16151.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
23,2020zkeord,2020-12-25T15:31:30.449152Z,,46.46418906,0.9748854202,10.66661884,0.6493664626,4.4046875,2.345589201,test,1.537943772,0.3168748261,MLhc,SED,119.967483016,CH,DAVOX,HH,,46.7805,9.87952,1830.0,"bucket0$15,:3,:24001",200.0,1.0,False,2020-12-25T15:30:42.725000Z,,,,2020zkeord_CH.DAVOX.,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
24,2020zkeord,2020-12-25T15:31:30.449152Z,,46.46418906,0.9748854202,10.66661884,0.6493664626,4.4046875,2.345589201,test,1.537943772,0.3168748261,MLhc,SED,83.2841556618,CH,BERNI,HH,,46.413636,10.023095,2311.0,"bucket0$16,:3,:24001",200.0,1.0,False,2020-12-25T15:30:39.280000Z,,,,2020zkeord_CH.BERNI.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
25,2020zkeord,2020-12-25T15:31:30.449152Z,,46.46418906,0.9748854202,10.66661884,0.6493664626,4.4046875,2.345589201,test,1.537943772,0.3168748261,MLhc,SED,119.164607669,CH,FUORN,HH,,46.620334,10.263551,2286.0,"bucket0$17,:3,:24001",200.0,1.0,False,2020-12-25T15:30:36.945000Z,,,,2020zkeord_CH.FUORN.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
26,2020zikazn,2020-12-24T16:07:42.035315Z,,46.60189453,0.9881587375,10.63124766,1.265004332,6.73046875,1.584232131,test,1.557020045,0.265585658,MLhc,SED,108.775326798,CH,DAVOX,HH,,46.7805,9.87952,1830.0,"bucket0$18,:3,:25579",200.0,1.0,False,2020-12-24T16:06:52.645000Z,,,,2020zikazn_CH.DAVOX.,,,,12000.0,manual,negative,13577.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
27,2020zikazn,2020-12-24T16:07:42.035315Z,,46.60189453,0.9881587375,10.63124766,1.265004332,6.73046875,1.584232131,test,1.557020045,0.265585658,MLhc,SED,65.6310034443,CH,BERNI,HH,,46.413636,10.023095,2311.0,"bucket0$19,:3,:25268",200.0,1.0,False,2020-12-24T16:06:51.235000Z,,,,2020zikazn_CH.BERNI.,,,,11999.0,manual,negative,13266.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
28,2020zikazn,2020-12-24T16:07:42.035315Z,,46.60189453,0.9881587375,10.63124766,1.265004332,6.73046875,1.584232131,test,1.557020045,0.265585658,MLhc,SED,94.0285010949,CH,FUORN,HH,,46.620334,10.263551,2286.0,"bucket0$20,:3,:24001",200.0,1.0,False,2020-12-24T16:06:47.385000Z,,,,2020zikazn_CH.FUORN.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
29,2020zikazn,2020-12-24T16:07:42.035315Z,,46.60189453,0.9881587375,10.63124766,1.265004332,6.73046875,1.584232131,test,1.557020045,0.265585658,MLhc,SED,96.7089013191,CH,STSP,HG,,46.62645,10.33317,1690.0,"bucket1$7,:3,:30765",250.0,1.0,False,2020-12-24T16:06:46.564000Z,,,,2020zikazn_CH.STSP.,,,,15000.0,manual,undecidable,15763.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
30,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,77.2555490105,CH,HASLI,HH,,46.75681,8.15117,1280.0,"bucket31$1,:3,:15470",120.0,1.0,False,2020-12-21T09:10:43.188333Z,,,,2020zcjbhf_CH.HASLI.,,,,7200.0,manual,undecidable,8269.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
31,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,119.819092847,CH,HAMIK,EH,BT,47.24508,8.27061,677.0,"bucket0$21,:3,:24001",200.0,0.333333333333,False,2020-12-21T09:10:43.630000Z,,,,2020zcjbhf_CH.HAMIK.BT,,,,12000.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
32,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,151.172785582,CH,STIEG,EH,BT,47.4978,8.65405,637.0,"bucket0$22,:3,:24001",200.0,0.333333333333,False,2020-12-21T09:10:53.094538Z,,,,2020zcjbhf_CH.STIEG.BT,,,,,,,12000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
33,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,59.3740185325,CH,GRIMS,HH,,46.578146,8.318864,1746.0,"bucket33$0,:3,:12001",100.0,1.0,False,2020-12-21T09:10:42.278393Z,,,,2020zcjbhf_CH.GRIMS.,,,,6000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
34,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,171.018257832,CH,WEIN,EH,,47.52873,8.98586,555.0,"bucket0$23,:3,:24001",200.0,1.0,False,2020-12-21T09:10:42.900000Z,,,,2020zcjbhf_CH.WEIN.,,,,12000.0,manual,negative,,,,,,,,,,,,,,,,,,,,ZNE
35,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,140.93655876,CH,ZUR,HH,,47.36921,8.58088,510.0,"bucket0$24,:3,:24001",200.0,1.0,False,2020-12-21T09:10:50.740000Z,,,,2020zcjbhf_CH.ZUR.,,,,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
36,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,202.595069875,CH,SGT05,HH,,47.441856,9.455951,856.0,"bucket0$25,:3,:24001",200.0,1.0,False,2020-12-21T09:10:42.005000Z,,,,2020zcjbhf_CH.SGT05.,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
37,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,35.3917836304,CH,FUSIO,HH,,46.45481,8.6629,1460.0,"bucket0$26,:3,:25466",200.0,1.0,False,2020-12-21T09:10:40.695000Z,,,,2020zcjbhf_CH.FUSIO.,,,,11999.0,manual,positive,13464.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
38,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,163.387331175,CH,WILA,HH,,47.41483,8.9077,853.0,"bucket0$27,:3,:24001",200.0,1.0,False,2020-12-21T09:10:48.730000Z,,,,2020zcjbhf_CH.WILA.,,,,,,,12000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
39,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,283.809165767,CH,DAVOX,HH,,46.7805,9.87952,1830.0,"bucket0$28,:3,:25515",200.0,1.0,False,2020-12-21T09:10:39.960000Z,,,,2020zcjbhf_CH.DAVOX.,,,,12000.0,manual,negative,13513.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
40,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,80.2149224271,CH,SENGL,HG,,46.82157,8.41049,1032.5,"bucket1$8,:3,:30001",250.0,1.0,False,2020-12-21T09:10:46.444000Z,,,,2020zcjbhf_CH.SENGL.,,,,,,,15000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
41,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,85.7187879029,CH,BNALP,HH,,46.87034,8.4249,1549.0,"bucket0$29,:3,:25298",200.0,1.0,False,2020-12-21T09:10:39.479998Z,,,,2020zcjbhf_CH.BNALP.,,,,12000.0,manual,positive,13297.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
42,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,332.536056309,CH,VDL,HH,,46.48318,9.44956,1927.0,"bucket0$30,:3,:25227",200.0,1.0,False,2020-12-21T09:10:39.195000Z,,,,2020zcjbhf_CH.VDL.,,,,12000.0,manual,negative,13225.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
43,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,40.1645468626,CH,NALPS,HH,,46.595121,8.74828,2345.68,"bucket0$31,:3,:24001",200.0,1.0,False,2020-12-21T09:10:37.930000Z,,,,2020zcjbhf_CH.NALPS.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
44,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,109.902620295,CH,SWYZ,HG,,47.02375,8.65261,546.1,"bucket1$9,:3,:30001",250.0,1.0,False,2020-12-21T09:10:42.104000Z,,,,2020zcjbhf_CH.SWYZ.,,,,,,,15000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
45,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,222.605071288,CH,SBUA2,HG,,47.15909,9.47102,464.2,"bucket1$10,:3,:31251",250.0,1.0,False,2020-12-21T09:10:36.628000Z,,,,2020zcjbhf_CH.SBUA2.,,,,15000.0,manual,undecidable,16250.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
46,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,307.928928049,CH,SVAM,HG,,46.693377,9.526099,1227.0,"bucket1$11,:3,:31232",250.0,1.0,False,2020-12-21T09:10:36.852000Z,,,,2020zcjbhf_CH.SVAM.,,,,14999.0,manual,negative,16230.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
47,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,100.443479005,CH,MUO,HH,,46.96765,8.63706,1920.0,"bucket31$2,:3,:15022",120.0,1.0,False,2020-12-21T09:10:36.746666Z,,,,2020zcjbhf_CH.MUO.,,,,7200.0,manual,positive,7820.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
48,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,75.2816386995,CH,SEFS,HG,,46.81869,8.6485,473.0,"bucket1$12,:3,:30001",250.0,1.0,True,2020-12-21T09:10:36.908000Z,,,,2020zcjbhf_CH.SEFS.,,,,14999.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
49,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,86.0351503069,CH,SALTS,HG,,46.88204,8.63821,447.0,"bucket1$13,:3,:30001",250.0,1.0,False,2020-12-21T09:10:41.368000Z,,,,2020zcjbhf_CH.SALTS.,,,,,,,14999.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
50,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,220.859421727,CH,SBUB,HG,,47.145928,9.434239,1371.0,"bucket1$14,:3,:31162",250.0,1.0,False,2020-12-21T09:10:36.220000Z,,,,2020zcjbhf_CH.SBUB.,,,,14999.0,manual,undecidable,16161.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
51,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,292.631169759,CH,SCHK,HG,,46.788912,9.536332,1208.7,"bucket1$15,:3,:31089",250.0,1.0,False,2020-12-21T09:10:35.992000Z,,,,2020zcjbhf_CH.SCHK.,,,,15000.0,manual,undecidable,16088.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
52,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,280.262712582,CH,SCUG,HG,,46.856125,9.523831,575.0,"bucket1$16,:3,:30838",250.0,1.0,False,2020-12-21T09:10:35.456000Z,,,,2020zcjbhf_CH.SCUG.,,,,15000.0,manual,positive,15836.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
53,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,235.182714689,CH,SMELS,HG,,47.04646,9.4272,488.7,"bucket1$17,:3,:30001",250.0,1.0,False,2020-12-21T09:10:38.296000Z,,,,2020zcjbhf_CH.SMELS.,,,,,,,15000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
54,2020zcjbhf,2020-12-21T09:11:29.766478Z,,46.90433848,0.2367965786,9.129839706,0.2096800669,2.325195312,0.6405687613,test,2.321929906,0.2069764223,MLhc,SED,144.121941038,CH,WGT,HH,,47.09838,8.92525,913.9,"bucket0$32,:3,:24754",200.0,1.0,False,2020-12-21T09:10:34.660000Z,,,,2020zcjbhf_CH.WGT.,,,,11999.0,manual,negative,12752.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
